product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sleep_tracker,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,scraped_at,touch_screen,charging_time,stress_monitor,step_counter,calorie_tracker,nfc_payments,music_control,camera_control,voice_assistant,notifications,reminders,case_material,dimensions,in_the_box,launch_date,source
SW10117,CrossBeats Elevate 4 Water Resistance,CrossBeats,7282,8815,17,1533,3.9,27852,1021,"1.2""",TFT,379x340 pixels,9 days,224 mAh,Water Resistant,5.0,Android & iOS,No,Yes,Yes,77,No,No,Nylon,Gold,73 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,50x35x10 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10118,Garmin Forerunner Pro Water Resistance,Garmin,42713,68800,37,26087,4.6,48115,12565,"2.0""",AMOLED,409x353 pixels,3 days,249 mAh,3ATM,5.3,Android,Yes,Yes,Yes,139,Yes,Yes,Nylon,Pink,58 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,43x41x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10119,Realme Watch Max Bluetooth Calling,Realme,7739,12569,38,4830,4.2,21024,7177,"1.4""",TFT,323x330 pixels,7 days,445 mAh,IP67,5.0,Android,Yes,No,Yes,85,No,No,Nylon,Pink,54 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,49x45x10 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10120,Huami Amazfit Bip 3 AMOLED Display,Huami,6387,11299,43,4912,4.0,29133,2880,"1.3""",LCD,419x402 pixels,16 days,352 mAh,IP67,5.0,iOS,No,Yes,Yes,50,No,No,Nylon,Purple,31 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,50x35x14 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10121,Fitbit Inspire Lite Stress Monitoring,Fitbit,16976,23693,28,6717,4.7,43271,3751,"1.8""",AMOLED,354x350 pixels,14 days,221 mAh,5ATM,5.2,iOS,Yes,No,Yes,116,No,Yes,Silicone,Gold,37 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,42x45x10 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10122,Samsung Galaxy Watch Pro Heart Rate Monitor,Samsung,15139,26264,42,11125,3.8,27684,1193,"1.6""",AMOLED,412x440 pixels,12 days,286 mAh,5ATM,5.2,Android,Yes,Yes,Yes,96,No,No,Leather,Brown,43 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,47x35x10 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10123,Samsung Galaxy Watch Plus Music Control,Samsung,13862,18442,24,4580,4.4,16278,19279,"1.6""",AMOLED,432x437 pixels,14 days,287 mAh,IP67,5.2,iOS,Yes,Yes,Yes,107,No,No,Nylon,Green,60 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,50x38x14 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10124,boAt Call Pro Stress Monitoring,boAt,2820,4354,35,1534,4.8,36071,18165,"1.2""",LCD,330x413 pixels,12 days,442 mAh,IP67,5.0,iOS,No,Yes,Yes,67,No,No,Metal,Silver,62 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,44x39x11 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10125,Sonata Smart Plus Weather Display,Sonata,3981,6330,37,2349,3.9,25220,2326,"1.3""",LCD,445x442 pixels,10 days,540 mAh,IP67,5.0,Android,No,No,Yes,73,No,Yes,Nylon,Brown,48 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,44x45x14 mm,"Smartwatch, Charging Cable, User Manual",12/2022,Flipkart
SW10126,Ambrane Curve Pro Notification Alerts,Ambrane,3975,6241,36,2266,4.4,37720,1344,"1.4""",TFT,428x406 pixels,11 days,466 mAh,5ATM,5.0,iOS,Yes,No,Yes,80,No,Yes,TPU,Brown,47 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,45x43x10 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10127,Apple Watch SE Weather Display,Apple,57312,87159,34,29847,3.9,32387,8114,"2.2""",AMOLED,377x423 pixels,4 days,527 mAh,3ATM,5.3,iOS,Yes,Yes,Yes,184,Yes,Yes,Polycarbonate,Black,80 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,40x37x15 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10128,Xiaomi Redmi Watch 3 Water Resistance,Xiaomi,3455,4280,19,825,4.1,26432,7957,"1.2""",LCD,358x334 pixels,21 days,215 mAh,5ATM,5.0,iOS,Yes,Yes,Yes,71,No,Yes,Leather,Red,41 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,48x42x14 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10129,Boult Bolt Max Voice Assistant,Boult,4040,5283,23,1243,4.2,5830,14499,"1.4""",TFT,330x386 pixels,18 days,302 mAh,Water Resistant,5.0,Android,Yes,Yes,Yes,76,No,No,TPU,Blue,31 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,40x36x14 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10130,Apple Watch Series 4 Bluetooth Calling,Apple,56479,73922,23,17443,4.2,4928,1787,"2.0""",AMOLED,321x448 pixels,7 days,268 mAh,5ATM,5.3,Android,Yes,Yes,Yes,121,Yes,Yes,Metal,Red,64 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,49x40x12 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10131,Apple Watch Ultra 3 Camera Control,Apple,39278,70459,44,31181,4.7,32707,6625,"2.2""",AMOLED,353x397 pixels,5 days,570 mAh,IP68,5.3,Android,Yes,Yes,Yes,189,Yes,Yes,Silicone,Pink,59 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,42x36x11 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10132,Amazfit GTR Pro Female Health Tracking,Amazfit,5209,6738,22,1529,3.9,16324,18881,"1.2""",TFT,346x447 pixels,13 days,417 mAh,5ATM,5.0,iOS,No,Yes,Yes,69,No,Yes,Metal,Red,38 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,46x40x10 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10133,Realme Watch 3 Camera Control,Realme,4810,7148,32,2338,4.6,45577,13901,"1.2""",LCD,360x403 pixels,12 days,424 mAh,3ATM,5.0,Android,No,Yes,Yes,96,No,No,Polycarbonate,Red,65 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,42x44x14 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10134,Ambrane Stride Pro Female Health Tracking,Ambrane,3778,6209,39,2431,4.6,38020,4582,"1.3""",LCD,380x423 pixels,19 days,272 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,91,No,No,Metal,Black,73 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,46x40x14 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10135,CrossBeats Ignite Lite Stress Monitoring,CrossBeats,2517,2899,13,382,4.5,38804,14826,"1.3""",TFT,435x325 pixels,21 days,264 mAh,5ATM,5.0,Android,No,No,Yes,69,No,No,Silicone,Silver,55 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,48x40x13 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10136,Xiaomi Mi Band Heart Rate Monitor,Xiaomi,3245,4577,29,1332,3.9,43752,7342,"1.4""",LCD,424x418 pixels,21 days,462 mAh,Water Resistant,5.0,Android,No,No,Yes,58,No,No,Leather,Pink,58 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,40x42x14 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10137,Fire-Boltt Ninja 2 SpO2 Monitor,Fire-Boltt,3899,5511,29,1612,4.4,11720,2683,"1.2""",LCD,448x346 pixels,8 days,513 mAh,3ATM,5.0,iOS,No,No,Yes,94,No,No,Leather,Pink,40 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,44x39x13 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10138,Ambrane Curve Lite GPS Navigation,Ambrane,3517,5769,39,2252,4.7,6280,2176,"1.3""",TFT,336x379 pixels,9 days,354 mAh,Water Resistant,5.0,Android & iOS,Yes,No,Yes,85,No,No,Leather,Black,37 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,48x35x11 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10139,Fire-Boltt Quantum 3 Sports Modes,Fire-Boltt,5565,8399,33,2834,4.3,27193,17348,"1.4""",LCD,351x327 pixels,20 days,335 mAh,IP67,5.0,iOS,Yes,Yes,Yes,52,No,Yes,Nylon,Pink,49 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,41x42x12 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10140,Boult Drift Max AMOLED Display,Boult,5964,10285,42,4321,4.5,3918,17268,"1.4""",TFT,361x422 pixels,19 days,451 mAh,3ATM,5.0,Android & iOS,Yes,Yes,Yes,56,No,Yes,Silicone,Gold,43 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,44x45x14 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10141,Fitbit Charge Pro Heart Rate Monitor,Fitbit,8769,15425,43,6656,4.1,27319,15884,"1.8""",OLED,386x395 pixels,11 days,365 mAh,IP68,5.2,Android,Yes,Yes,Yes,100,Yes,Yes,TPU,Purple,38 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,50x44x11 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10142,boAt Xtend Pro Bluetooth Calling,boAt,1957,3461,43,1504,4.0,27704,3427,"1.2""",LCD,344x403 pixels,12 days,330 mAh,5ATM,5.0,iOS,Yes,No,Yes,59,No,Yes,Metal,Pink,66 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,43x42x10 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10143,boAt Flash Plus GPS Navigation,boAt,1567,2207,28,640,4.0,41559,3691,"1.2""",LCD,444x416 pixels,21 days,386 mAh,3ATM,5.0,Android,No,No,Yes,62,No,Yes,Leather,Black,66 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,45x39x11 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10144,Noise ColorFit Caliber 2 Sports Modes,Noise,1364,1870,27,506,3.8,48976,13975,"1.2""",LCD,397x408 pixels,7 days,327 mAh,3ATM,5.0,Android & iOS,No,No,Yes,89,No,No,TPU,Black,80 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,47x35x14 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10145,Titan Juxt 3 Notification Alerts,Titan,7245,12517,42,5272,4.7,20549,14218,"1.3""",LCD,353x407 pixels,17 days,521 mAh,3ATM,5.0,Android & iOS,Yes,Yes,Yes,99,No,No,Leather,Silver,67 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,42x45x11 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10146,Sonata Essence 2 AMOLED Display,Sonata,1528,1948,21,420,4.8,22182,16339,"1.3""",TFT,352x408 pixels,8 days,276 mAh,IP67,5.0,iOS,Yes,No,Yes,61,No,No,Polycarbonate,Pink,66 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,40x36x14 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10147,Realme Watch 4 AMOLED Display,Realme,3382,5641,40,2259,4.7,10429,17038,"1.2""",LCD,321x442 pixels,16 days,572 mAh,Water Resistant,5.0,Android & iOS,No,No,Yes,83,No,No,Metal,Pink,60 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,43x38x15 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10148,Fitbit Inspire Lite Music Control,Fitbit,22216,28318,21,6102,4.1,27916,3431,"1.8""",AMOLED,404x426 pixels,3 days,205 mAh,Water Resistant,5.3,iOS,Yes,Yes,Yes,177,Yes,Yes,Nylon,Purple,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,44x35x12 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10149,Xiaomi Mi Band 2 Bluetooth Calling,Xiaomi,4682,5894,20,1212,4.6,35899,16029,"1.3""",LCD,356x347 pixels,18 days,391 mAh,5ATM,5.0,Android,No,Yes,Yes,64,No,Yes,TPU,Red,66 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,49x40x13 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10150,Noise ColorFit Icon Max Sports Modes,Noise,2340,2707,13,367,4.1,4434,14673,"1.3""",LCD,385x376 pixels,12 days,433 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,99,No,Yes,Leather,Red,51 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,42x42x14 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10151,Garmin Venu Heart Rate Monitor,Garmin,29637,40681,27,11044,4.0,17979,9147,"1.8""",AMOLED,391x445 pixels,4 days,339 mAh,IP68,5.3,iOS,Yes,Yes,Yes,157,Yes,Yes,Silicone,Green,46 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,43x35x15 mm,"Smartwatch, Charging Cable, User Manual",8/2023,Flipkart
SW10152,OnePlus Band 3 Voice Assistant,OnePlus,11913,17174,30,5261,4.6,13221,14186,"1.8""",AMOLED,399x439 pixels,12 days,377 mAh,3ATM,5.2,iOS,Yes,Yes,Yes,101,Yes,No,Silicone,Pink,52 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber,50x40x10 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10153,Garmin Fenix 4 Sports Modes,Garmin,37023,48902,24,11879,3.8,10445,17677,"2.2""",AMOLED,380x394 pixels,6 days,473 mAh,3ATM,5.3,Android & iOS,Yes,Yes,Yes,161,Yes,Yes,Nylon,Silver,78 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Metal,49x42x12 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10154,Garmin Venu Voice Assistant,Garmin,48220,78475,38,30255,3.9,38021,5293,"2.0""",AMOLED,364x390 pixels,3 days,565 mAh,5ATM,5.3,Android,Yes,Yes,Yes,180,Yes,Yes,Metal,Gold,75 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,44x41x12 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10155,Samsung Gear Sport Pro Sleep Tracking,Samsung,17577,28257,37,10680,4.7,48112,4544,"1.6""",AMOLED,353x365 pixels,12 days,537 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,110,No,No,Nylon,Green,40 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,49x38x10 mm,"Smartwatch, Charging Cable, User Manual",12/2022,Flipkart
SW10156,Noise ColorFit Icon 4 Weather Display,Noise,2817,3576,21,759,4.0,42183,6003,"1.2""",TFT,448x368 pixels,19 days,249 mAh,Water Resistant,5.0,Android & iOS,Yes,Yes,Yes,77,No,Yes,Nylon,Purple,43 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,47x42x10 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10157,Samsung Galaxy Fit Pro Camera Control,Samsung,11213,15749,28,4536,4.7,29999,13485,"1.8""",OLED,376x376 pixels,9 days,477 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,99,Yes,Yes,Leather,Black,70 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber,47x39x10 mm,"Smartwatch, Charging Cable, User Manual",9/2024,Flipkart
SW10158,CrossBeats Elevate Ultra Stress Monitoring,CrossBeats,3530,5254,32,1724,3.9,18647,17060,"1.2""",LCD,404x325 pixels,16 days,270 mAh,Water Resistant,5.0,iOS,No,Yes,Yes,93,No,Yes,TPU,Red,45 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,49x39x11 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10159,Apple Watch SE Plus Sports Modes,Apple,54566,76495,28,21929,4.2,3403,12306,"2.2""",AMOLED,377x442 pixels,7 days,216 mAh,Water Resistant,5.3,Android & iOS,Yes,Yes,Yes,131,Yes,Yes,Leather,Red,33 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,44x42x14 mm,"Smartwatch, Charging Cable, User Manual",12/2022,Flipkart
SW10160,CrossBeats Ignite Lite Camera Control,CrossBeats,5255,8180,35,2925,4.6,44191,9570,"1.4""",TFT,340x430 pixels,21 days,559 mAh,IP68,5.0,Android,No,Yes,Yes,67,No,Yes,Nylon,Blue,80 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,47x39x15 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10161,Samsung Gear Sport 3 Heart Rate Monitor,Samsung,23360,31968,26,8608,4.5,18987,15529,"1.8""",AMOLED,366x321 pixels,5 days,217 mAh,IP68,5.3,iOS,Yes,Yes,Yes,189,Yes,Yes,Polycarbonate,Brown,64 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,49x41x15 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10162,Realme TechLife Music Control,Realme,3904,5574,29,1670,4.4,4670,10417,"1.2""",LCD,333x400 pixels,13 days,372 mAh,5ATM,5.0,iOS,No,Yes,Yes,54,No,Yes,TPU,Purple,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,41x38x12 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10163,OnePlus Watch Ultra Sleep Tracking,OnePlus,7128,9506,25,2378,3.9,30789,2995,"1.3""",LCD,397x386 pixels,8 days,334 mAh,IP68,5.0,Android & iOS,Yes,No,Yes,88,No,Yes,Metal,Pink,71 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,43x43x13 mm,"Smartwatch, Charging Cable, User Manual",4/2022,Flipkart
SW10164,Sonata Smart Ultra Weather Display,Sonata,3046,4772,36,1726,4.6,19204,11961,"1.4""",TFT,412x396 pixels,9 days,433 mAh,3ATM,5.0,Android & iOS,Yes,Yes,Yes,61,No,Yes,TPU,Purple,44 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,46x44x15 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10165,Sonata Essence 3 GPS Navigation,Sonata,1014,1523,33,509,3.9,37329,4901,"1.4""",LCD,355x389 pixels,17 days,351 mAh,IP67,5.0,Android & iOS,No,No,Yes,58,No,Yes,Leather,Pink,41 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,41x45x11 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10166,Ambrane Stride Plus Camera Control,Ambrane,3781,5131,26,1350,4.5,9912,6116,"1.2""",TFT,361x328 pixels,14 days,277 mAh,5ATM,5.0,Android & iOS,No,Yes,Yes,99,No,Yes,Leather,Brown,70 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,44x36x11 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10167,Sonata Essence Heart Rate Monitor,Sonata,3163,4826,34,1663,4.2,4535,1419,"1.2""",LCD,357x429 pixels,13 days,522 mAh,Water Resistant,5.0,Android & iOS,No,Yes,Yes,78,No,No,TPU,Gold,60 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,50x36x15 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10168,Noise ColorFit Ultra 2 Sleep Tracking,Noise,4096,6253,34,2157,4.2,18885,19210,"1.4""",TFT,382x411 pixels,9 days,237 mAh,3ATM,5.0,Android,No,No,Yes,92,No,No,Metal,Green,58 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,42x35x14 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10169,OnePlus Band Lite Heart Rate Monitor,OnePlus,9387,11547,18,2160,4.2,20530,18879,"1.8""",AMOLED,431x348 pixels,13 days,433 mAh,5ATM,5.2,iOS,Yes,No,Yes,111,Yes,Yes,Metal,Gold,55 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Metal,42x45x13 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10170,Realme Watch Max Female Health Tracking,Realme,3777,6410,41,2633,4.1,1841,2420,"1.2""",TFT,392x426 pixels,10 days,232 mAh,Water Resistant,5.0,Android & iOS,No,Yes,Yes,57,No,Yes,Silicone,Purple,71 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,49x36x10 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10171,Xiaomi Redmi Watch Ultra Music Control,Xiaomi,4921,7078,30,2157,4.3,15895,12945,"1.2""",TFT,368x420 pixels,19 days,351 mAh,IP67,5.0,Android & iOS,Yes,Yes,Yes,54,No,No,Nylon,Gold,52 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,40x40x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10172,Fitbit Sense Plus Weather Display,Fitbit,17317,20481,15,3164,4.7,21960,14707,"1.8""",AMOLED,419x409 pixels,8 days,409 mAh,5ATM,5.2,Android,Yes,Yes,Yes,88,No,No,Silicone,Black,51 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,41x38x13 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10173,Fastrack Revolt Max AMOLED Display,Fastrack,5418,8774,38,3356,3.8,21585,4113,"1.4""",TFT,366x355 pixels,11 days,347 mAh,3ATM,5.0,Android & iOS,No,Yes,Yes,95,No,Yes,Polycarbonate,Brown,47 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,41x43x10 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10174,CrossBeats Elevate Max Camera Control,CrossBeats,4034,4780,15,746,4.2,9182,5740,"1.4""",LCD,320x320 pixels,15 days,468 mAh,3ATM,5.0,Android,No,Yes,Yes,96,No,No,TPU,Blue,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,41x43x13 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10175,boAt Flash 3 Voice Assistant,boAt,7333,12380,40,5047,4.0,46427,2722,"1.3""",LCD,368x350 pixels,9 days,473 mAh,3ATM,5.0,Android & iOS,No,Yes,Yes,91,No,Yes,Silicone,Blue,73 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,47x35x15 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
