product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,charging_time,stress_monitor,nfc_payments,camera_control,voice_assistant,case_material,dimensions,launch_date,battery_life_days,review_ratio
sw10174,crossbeats elevate max camera control,crossbeats,4034.0,4780,15,746,4.2,9182,5740,1.4,lcd,320x320 pixels,15 days,468.0,3atm,5.0,android,False,1,96,False,False,tpu,blue,76.0,2 year,out of stock,3 hours,1,0,1,1,fiber,41x43x13 mm,2024-04-01,15.0,0.6251361359181006
sw10175,boat flash 3 voice assistant,boat,7333.0,12380,40,5047,4.0,46427,2722,1.3,lcd,368x350 pixels,9 days,473.0,3atm,5.0,android  ios,False,1,91,False,False,silicone,blue,73.0,2 year,in stock,2 hours,1,0,0,0,plastic,47x35x15 mm,2022-06-01,9.0,0.05862967669674973
sw10176,fireboltt ring 2 water resistance,fireboltt,2778.0,4213,34,1435,4.3,37683,7932,1.2,lcd,399x337 pixels,19 days,567.0,5atm,5.0,android,False,1,67,False,False,leather,black,38.0,2 year,out of stock,1 hours,1,0,1,1,plastic,43x36x12 mm,2022-04-01,19.0,0.21049279515962105
sw10177,boat flash 3 stress monitoring,boat,1919.0,3147,39,1228,3.9,12550,15617,1.2,tft,361x349 pixels,13 days,237.0,ip67,5.0,android  ios,False,1,55,False,False,tpu,pink,78.0,2 year,out of stock,3 hours,0,0,0,0,fiber,44x35x12 mm,2022-06-01,13.0,1.2443824701195219
sw10178,ambrane stride max sleep tracking,ambrane,3588.0,5431,33,1843,4.6,6862,13249,1.3,tft,408x407 pixels,15 days,473.0,5atm,5.0,android,False,1,89,False,False,metal,brown,55.0,2 year,out of stock,1 hours,0,0,1,1,plastic,47x44x11 mm,2023-06-01,15.0,1.9307781987758672
sw10179,boult bolt 2 notification alerts,boult,1404.0,2139,34,735,4.6,10425,8281,1.3,lcd,363x378 pixels,9 days,561.0,ip67,5.0,ios,False,0,80,False,False,metal,red,60.0,1 year,out of stock,2 hours,0,0,1,1,fiber,50x45x10 mm,2023-04-01,9.0,0.7943405275779376
sw10180,apple watch series 4 voice assistant,apple,42566.0,62002,31,19436,4.2,48098,8527,2.0,amoled,389x361 pixels,4 days,346.0,water resistant,5.3,ios,False,1,173,False,False,silicone,blue,71.0,2 year,out of stock,2 hours,1,1,0,1,metal,48x40x15 mm,2023-10-01,4.0,0.17728387874755708
sw10181,fastrack reflex plus music control,fastrack,2671.0,3382,21,711,4.4,13146,3732,1.2,tft,344x440 pixels,8 days,376.0,ip68,5.0,ios,False,1,54,False,False,polycarbonate,silver,78.0,1 year,in stock,3 hours,0,0,1,0,fiber,46x45x15 mm,2022-06-01,8.0,0.283888635326335
sw10182,ambrane curve 3 water resistance,ambrane,1960.0,2824,30,864,4.6,41563,7537,1.4,lcd,397x329 pixels,7 days,477.0,ip68,5.0,android,False,1,77,False,False,silicone,green,69.0,1 year,out of stock,3 hours,1,0,0,1,fiber,48x35x13 mm,2024-02-01,7.0,0.18133917185958665
sw10183,sonata essence 2 water resistance,sonata,1751.0,2924,40,1173,4.2,10673,3616,1.2,tft,416x396 pixels,10 days,373.0,5atm,5.0,android  ios,False,1,50,False,False,polycarbonate,red,58.0,2 year,out of stock,2 hours,1,0,1,1,plastic,46x44x12 mm,2023-06-01,10.0,0.3387988381898248
sw10184,fastrack reflex plus music control,fastrack,3656.0,5519,33,1863,4.6,18259,7826,1.3,lcd,449x365 pixels,14 days,416.0,5atm,5.0,ios,False,1,57,False,False,leather,blue,59.0,2 year,in stock,1 hours,1,0,0,1,plastic,41x37x14 mm,2024-09-01,14.0,0.42861054822279426
sw10185,crossbeats elevate ultra notification alerts,crossbeats,5146.0,8018,35,2872,4.3,23194,13166,1.2,tft,368x338 pixels,21 days,486.0,5atm,5.0,android  ios,False,0,79,False,False,leather,blue,79.0,1 year,out of stock,3 hours,0,0,1,1,metal,40x41x12 mm,2024-07-01,21.0,0.5676468052082435
sw10186,xiaomi redmi watch ultra sports modes,xiaomi,2588.0,4148,37,1560,4.7,23348,5569,1.4,tft,320x359 pixels,11 days,410.0,5atm,5.0,ios,False,1,89,False,False,tpu,blue,38.0,1 year,out of stock,3 hours,1,0,1,0,plastic,47x42x13 mm,2023-07-01,11.0,0.23852150077094397
sw10187,samsung galaxy watch plus heart rate monitor,samsung,24595.0,38280,35,13685,4.3,16815,14853,1.8,amoled,397x363 pixels,5 days,381.0,water resistant,5.3,android,False,1,196,False,False,leather,brown,48.0,1 year,in stock,2 hours,1,1,0,0,metal,47x36x14 mm,2022-11-01,5.0,0.8833184656556646
sw10188,sonata smart 4 spo2 monitor,sonata,2960.0,4530,34,1570,4.6,46660,4663,1.2,tft,363x359 pixels,17 days,330.0,3atm,5.0,ios,False,1,82,False,False,polycarbonate,green,58.0,1 year,in stock,2 hours,1,0,1,0,fiber,42x38x15 mm,2023-11-01,17.0,0.09993570510072868
sw10189,crossbeats elevate ultra voice assistant,crossbeats,4046.0,5649,28,1603,4.1,33684,14980,1.4,tft,363x384 pixels,7 days,239.0,5atm,5.0,android  ios,False,0,79,False,False,polycarbonate,silver,74.0,2 year,out of stock,1 hours,1,0,0,0,metal,49x42x11 mm,2022-11-01,7.0,0.44472152950955945
sw10190,boat flash ultra music control,boat,3431.0,5360,35,1929,3.9,9883,19756,1.4,tft,339x343 pixels,21 days,500.0,ip67,5.0,android  ios,False,1,92,False,False,nylon,red,43.0,2 year,in stock,1 hours,0,0,1,0,fiber,42x41x10 mm,2024-11-01,21.0,1.9989881614894263
sw10191,sonata smart max notification alerts,sonata,2833.0,4211,32,1378,4.8,43793,2527,1.2,tft,417x412 pixels,9 days,219.0,water resistant,5.0,android  ios,False,0,62,False,False,metal,red,62.0,1 year,out of stock,3 hours,0,0,0,0,plastic,50x39x12 mm,2023-07-01,9.0,0.05770328591327381
sw10192,garmin forerunner ultra gps navigation,garmin,19258.0,24042,19,4784,4.0,43490,4470,1.8,amoled,322x383 pixels,9 days,446.0,5atm,5.2,ios,False,1,80,False,False,nylon,brown,55.0,1 year,out of stock,1 hours,0,1,1,1,fiber,50x45x13 mm,2022-11-01,9.0,0.10278224879282594
sw10193,sonata smart 2 gps navigation,sonata,3918.0,4932,20,1014,3.8,10039,11689,1.3,lcd,393x383 pixels,13 days,492.0,ip67,5.0,ios,False,0,94,False,False,nylon,gold,56.0,2 year,out of stock,1 hours,1,0,1,1,metal,47x36x13 mm,2022-03-01,13.0,1.1643589999003885
sw10194,xiaomi redmi watch ultra female health tracking,xiaomi,3272.0,4454,26,1182,4.2,27130,18580,1.3,tft,403x356 pixels,7 days,266.0,3atm,5.0,ios,False,0,94,False,False,leather,pink,37.0,2 year,in stock,1 hours,0,0,0,0,fiber,42x45x13 mm,2023-02-01,7.0,0.6848507187615186
sw10195,samsung gear sport max amoled display,samsung,25582.0,42333,39,16751,4.8,41420,13167,2.2,amoled,389x420 pixels,7 days,439.0,ip68,5.3,ios,False,1,102,False,False,metal,brown,60.0,2 year,in stock,1 hours,0,1,1,0,metal,42x38x12 mm,2023-12-01,7.0,0.31788990825688074
sw10196,ambrane stride max stress monitoring,ambrane,3594.0,6461,44,2867,4.0,13974,5055,1.3,tft,326x432 pixels,16 days,288.0,ip67,5.0,android  ios,False,0,100,False,False,leather,black,75.0,2 year,out of stock,3 hours,0,0,0,1,metal,40x35x14 mm,2024-01-01,16.0,0.36174323744096176
sw10197,boat xtend voice assistant,boat,3958.0,5637,29,1679,4.0,17605,19710,1.3,tft,417x326 pixels,21 days,412.0,water resistant,5.0,android,False,0,50,False,False,tpu,brown,56.0,1 year,out of stock,3 hours,0,0,0,0,metal,44x36x13 mm,2024-08-01,21.0,1.1195683044589606
sw10198,fitbit versa max spo2 monitor,fitbit,11731.0,14167,17,2436,4.3,40091,1988,1.6,amoled,368x442 pixels,13 days,494.0,5atm,5.2,android,False,0,109,False,False,polycarbonate,gold,73.0,1 year,in stock,1 hours,0,1,1,0,plastic,44x35x12 mm,2023-10-01,13.0,0.049587189144695815
sw10199,fireboltt quantum pro stress monitoring,fireboltt,1638.0,2434,32,796,3.8,18673,17702,1.4,lcd,367x432 pixels,21 days,455.0,ip67,5.0,ios,False,1,71,False,False,polycarbonate,silver,77.0,2 year,out of stock,1 hours,0,0,1,1,fiber,49x39x15 mm,2024-01-01,21.0,0.9479997857869651
sw10200,xiaomi mi band pro music control,xiaomi,3944.0,4821,18,877,3.8,18194,14971,1.3,tft,405x429 pixels,17 days,542.0,5atm,5.0,android,False,0,98,False,False,nylon,black,50.0,2 year,out of stock,3 hours,0,0,1,1,plastic,42x43x13 mm,2022-09-01,17.0,0.8228536880290206
sw10201,samsung gear sport 2 spo2 monitor,samsung,22635.0,40485,44,17850,4.2,31213,14021,1.8,amoled,365x380 pixels,5 days,500.0,5atm,5.3,android,False,1,164,False,False,polycarbonate,purple,76.0,2 year,out of stock,2 hours,0,1,0,1,plastic,47x43x10 mm,2022-09-01,5.0,0.44920385736712265
sw10202,boat xtend 3 gps navigation,boat,6230.0,8866,29,2636,3.8,21759,10033,1.4,lcd,443x425 pixels,19 days,218.0,5atm,5.0,ios,False,0,95,False,False,silicone,purple,51.0,1 year,in stock,2 hours,0,0,1,0,plastic,41x41x13 mm,2024-07-01,19.0,0.46109655774621994
sw10203,fitbit versa 3 water resistance,fitbit,21584.0,36715,41,15131,4.8,6558,10903,1.8,amoled,346x425 pixels,5 days,365.0,ip68,5.3,android  ios,False,1,132,False,False,nylon,blue,44.0,1 year,in stock,1 hours,0,1,0,0,metal,45x43x15 mm,2022-06-01,5.0,1.6625495577920097
sw10204,noise colorfit icon max sleep tracking,noise,5486.0,9000,39,3514,4.0,30182,11661,1.4,tft,449x375 pixels,18 days,446.0,5atm,5.0,android,False,0,72,False,False,leather,blue,63.0,1 year,in stock,1 hours,0,0,1,1,plastic,47x38x11 mm,2024-12-01,18.0,0.38635610628851635
sw10205,boult drift bluetooth calling,boult,5200.0,8206,36,3006,4.5,39732,10664,1.3,tft,338x380 pixels,9 days,316.0,ip67,5.0,android,False,0,98,False,False,polycarbonate,gold,76.0,2 year,in stock,1 hours,1,0,1,1,plastic,42x35x11 mm,2023-10-01,9.0,0.2683982683982684
sw10206,oneplus band lite sleep tracking,oneplus,3677.0,4593,19,916,4.4,31257,19275,1.4,lcd,344x377 pixels,12 days,435.0,5atm,5.0,android,False,1,55,False,False,metal,purple,76.0,2 year,out of stock,1 hours,0,0,0,0,fiber,45x42x10 mm,2023-08-01,12.0,0.6166618677416259
sw10207,sonata essence 2 weather display,sonata,1911.0,3080,37,1169,4.4,8626,18895,1.2,tft,363x437 pixels,7 days,208.0,3atm,5.0,ios,False,1,60,False,False,tpu,blue,51.0,1 year,in stock,1 hours,1,0,1,0,plastic,47x42x14 mm,2022-09-01,7.0,2.1904706700672385
sw10208,fitbit inspire 4 notification alerts,fitbit,18322.0,29861,38,11539,4.8,10944,13932,1.6,oled,340x332 pixels,9 days,289.0,5atm,5.2,android  ios,False,0,103,False,False,silicone,silver,76.0,2 year,out of stock,2 hours,0,0,0,1,plastic,49x45x13 mm,2023-04-01,9.0,1.2730263157894737
sw10209,sonata smart lite notification alerts,sonata,3346.0,4215,20,869,4.5,14142,14406,1.4,lcd,327x442 pixels,18 days,347.0,water resistant,5.0,ios,False,0,88,False,False,tpu,black,60.0,1 year,out of stock,1 hours,1,0,1,1,metal,48x37x12 mm,2022-03-01,18.0,1.0186677980483665
sw10210,boult drift 2 bluetooth calling,boult,4633.0,6747,31,2114,4.8,2472,5846,1.3,tft,423x359 pixels,10 days,530.0,ip68,5.0,android,False,0,75,False,False,silicone,green,36.0,1 year,out of stock,2 hours,1,0,1,1,plastic,43x37x15 mm,2023-12-01,10.0,2.364886731391586
sw10211,realme techlife pro sports modes,realme,2212.0,3934,43,1722,4.6,32663,10394,1.3,tft,360x362 pixels,15 days,489.0,5atm,5.0,ios,False,1,74,False,False,nylon,brown,51.0,2 year,out of stock,2 hours,0,0,0,0,plastic,50x45x11 mm,2024-03-01,15.0,0.3182193919725683
sw10212,fireboltt armor 2 gps navigation,fireboltt,3934.0,5541,29,1607,4.7,1947,3502,1.2,tft,428x332 pixels,18 days,535.0,5atm,5.0,android,False,1,97,False,False,polycarbonate,gold,36.0,2 year,in stock,1 hours,0,0,1,1,fiber,48x44x15 mm,2023-07-01,18.0,1.7986646122239343
sw10213,boult drift camera control,boult,2784.0,3880,28,1096,4.7,48598,4409,1.2,lcd,360x332 pixels,15 days,429.0,3atm,5.0,android  ios,False,0,87,False,False,silicone,gold,35.0,1 year,in stock,3 hours,0,0,1,1,fiber,47x38x15 mm,2023-06-01,15.0,0.09072389810280258
sw10214,huami amazfit gts ultra music control,huami,8229.0,13086,37,4857,4.0,4580,10213,1.6,amoled,348x362 pixels,7 days,307.0,ip68,5.2,android,False,0,111,False,False,polycarbonate,purple,45.0,2 year,out of stock,3 hours,1,1,0,0,metal,45x38x13 mm,2023-07-01,7.0,2.2299126637554587
sw10215,sonata essence ultra female health tracking,sonata,1778.0,2851,37,1073,3.9,6956,18960,1.4,tft,447x325 pixels,19 days,527.0,3atm,5.0,android  ios,False,1,55,False,False,silicone,gold,34.0,2 year,out of stock,3 hours,1,0,1,1,metal,47x41x12 mm,2023-02-01,19.0,2.7257044278320874
sw10216,amazfit gts pro gps navigation,amazfit,4388.0,5767,23,1379,4.4,48265,11645,1.4,tft,381x340 pixels,7 days,415.0,ip68,5.0,ios,False,0,80,False,False,tpu,gold,31.0,1 year,in stock,3 hours,0,0,1,0,fiber,44x37x10 mm,2023-06-01,7.0,0.24127214337511654
sw10217,fastrack revolt ultra spo2 monitor,fastrack,3268.0,3972,17,704,4.3,23844,6950,1.4,lcd,326x406 pixels,21 days,579.0,5atm,5.0,ios,False,1,87,False,False,polycarbonate,black,67.0,1 year,in stock,1 hours,0,0,1,0,plastic,49x37x10 mm,2023-09-01,21.0,0.2914779399429626
sw10218,apple watch series 3 water resistance,apple,44568.0,64362,30,19794,4.5,16196,14286,1.8,amoled,448x447 pixels,5 days,237.0,3atm,5.3,android,False,1,143,False,False,nylon,brown,80.0,1 year,out of stock,1 hours,1,1,0,1,metal,46x35x12 mm,2024-12-01,5.0,0.8820696468263769
sw10219,boult bolt lite camera control,boult,2705.0,3803,28,1098,4.8,40739,16689,1.2,tft,371x397 pixels,12 days,414.0,ip67,5.0,android,False,1,96,False,False,metal,pink,42.0,1 year,out of stock,1 hours,0,0,1,0,metal,47x39x11 mm,2022-09-01,12.0,0.40965659441812513
sw10220,samsung gear sport sports modes,samsung,20509.0,29249,29,8740,4.1,4630,4449,2.2,amoled,419x369 pixels,7 days,293.0,5atm,5.3,android  ios,False,1,162,False,False,silicone,purple,69.0,2 year,in stock,3 hours,0,1,0,0,plastic,49x38x12 mm,2022-11-01,7.0,0.9609071274298057
sw10221,fitbit inspire plus water resistance,fitbit,6580.0,11661,43,5081,4.2,10060,4420,1.2,tft,333x335 pixels,16 days,359.0,3atm,5.0,ios,False,0,66,False,False,polycarbonate,gold,38.0,1 year,in stock,3 hours,0,0,1,0,plastic,43x44x15 mm,2023-03-01,16.0,0.4393638170974155
sw10222,amazfit gtr weather display,amazfit,13065.0,22237,41,9172,4.4,47682,10985,1.8,amoled,448x367 pixels,9 days,456.0,5atm,5.2,android  ios,False,0,92,False,False,metal,brown,46.0,1 year,out of stock,2 hours,0,1,1,1,metal,47x40x14 mm,2022-01-01,9.0,0.23038043706220376
sw10223,fitbit charge pro weather display,fitbit,19065.0,26964,29,7899,4.0,42295,200,1.8,amoled,328x415 pixels,13 days,395.0,5atm,5.2,android  ios,False,0,99,False,False,tpu,pink,49.0,2 year,in stock,2 hours,1,1,1,1,plastic,41x43x12 mm,2023-02-01,13.0,0.00472869133467313
sw10224,crossbeats elevate 4 stress monitoring,crossbeats,6576.0,9812,32,3236,3.9,17133,6315,1.2,tft,327x380 pixels,21 days,240.0,3atm,5.0,android  ios,False,0,52,False,False,nylon,silver,47.0,1 year,out of stock,2 hours,1,0,1,0,fiber,41x37x10 mm,2023-08-01,21.0,0.3685869374890562
sw10225,amazfit gtr plus spo2 monitor,amazfit,13866.0,22318,37,8452,4.5,4295,8891,1.6,amoled,449x430 pixels,7 days,577.0,3atm,5.2,android  ios,False,1,105,False,False,tpu,brown,51.0,1 year,in stock,1 hours,0,0,0,0,plastic,45x41x13 mm,2023-06-01,7.0,2.070081490104773
sw10226,apple watch ultra ultra sports modes,apple,22871.0,30361,24,7490,4.6,18925,5006,2.0,amoled,320x405 pixels,5 days,290.0,water resistant,5.3,android  ios,False,1,137,False,False,nylon,green,76.0,2 year,out of stock,2 hours,1,1,0,0,plastic,43x43x15 mm,2023-06-01,5.0,0.26451783355350067
sw10227,huami amazfit gts 4 camera control,huami,4361.0,7551,42,3190,3.9,19918,3766,1.3,tft,427x422 pixels,11 days,423.0,ip68,5.0,ios,False,1,65,False,False,metal,silver,62.0,2 year,in stock,3 hours,0,0,0,1,plastic,49x38x11 mm,2022-11-01,11.0,0.18907520835425243
sw10228,titan juxt 2 sleep tracking,titan,4719.0,6485,27,1766,4.3,41405,16335,1.4,lcd,355x380 pixels,12 days,478.0,3atm,5.0,ios,False,0,56,False,False,polycarbonate,brown,43.0,2 year,out of stock,2 hours,1,0,0,0,fiber,45x35x13 mm,2023-04-01,12.0,0.39451757034174617
sw10229,sonata essence pro weather display,sonata,2611.0,4001,34,1390,3.9,17226,6772,1.4,lcd,376x387 pixels,9 days,584.0,3atm,5.0,android,False,0,55,False,False,leather,red,72.0,2 year,out of stock,1 hours,1,0,1,1,plastic,46x40x14 mm,2022-02-01,9.0,0.39312666898873794
sw10230,sonata essence amoled display,sonata,2147.0,2935,26,788,4.1,28982,15744,1.3,lcd,390x326 pixels,21 days,384.0,water resistant,5.0,android,False,0,93,False,False,metal,blue,63.0,2 year,out of stock,3 hours,1,0,0,0,fiber,40x41x10 mm,2024-04-01,21.0,0.5432337312814851
sw10231,boat flash water resistance,boat,8120.0,11858,31,3738,4.0,20379,12025,1.6,amoled,362x337 pixels,11 days,395.0,ip67,5.2,android  ios,False,1,87,False,False,silicone,gold,57.0,1 year,in stock,1 hours,0,1,0,0,plastic,42x35x10 mm,2022-06-01,11.0,0.5900682074684724
sw10232,fireboltt phonism ultra bluetooth calling,fireboltt,2063.0,2777,25,714,4.3,29103,8216,1.2,lcd,434x357 pixels,8 days,437.0,ip68,5.0,android  ios,False,1,55,False,False,metal,blue,59.0,1 year,in stock,3 hours,0,0,0,1,plastic,45x38x12 mm,2022-09-01,8.0,0.28230766587637013
sw10233,huami amazfit gts pro water resistance,huami,4272.0,5427,21,1155,4.5,5423,14364,1.3,tft,347x441 pixels,11 days,494.0,5atm,5.0,ios,False,0,62,False,False,leather,pink,72.0,2 year,in stock,1 hours,0,0,0,0,fiber,47x36x11 mm,2022-12-01,11.0,2.648718421537894
sw10234,fitbit inspire 2 stress monitoring,fitbit,12360.0,20908,40,8548,4.2,29004,18850,1.8,amoled,410x394 pixels,13 days,245.0,ip68,5.2,android  ios,False,1,83,False,False,silicone,pink,44.0,2 year,in stock,3 hours,1,1,1,0,plastic,49x36x15 mm,2022-04-01,13.0,0.6499103571921114
sw10235,huami amazfit bip ultra weather display,huami,4634.0,6561,29,1927,3.9,26490,17595,1.3,lcd,328x405 pixels,18 days,384.0,3atm,5.0,android,False,1,77,False,False,nylon,silver,48.0,2 year,in stock,2 hours,0,0,0,1,plastic,42x35x12 mm,2024-08-01,18.0,0.6642129105322764
sw10236,samsung gear sport ultra stress monitoring,samsung,11895.0,21172,43,9277,4.6,14932,7817,1.8,amoled,373x430 pixels,10 days,481.0,ip67,5.2,ios,False,1,98,False,False,nylon,gold,41.0,1 year,out of stock,2 hours,1,0,1,1,fiber,48x35x12 mm,2022-03-01,10.0,0.5235065630859899
sw10237,apple watch se pro camera control,apple,23534.0,35731,34,12197,4.5,41832,11890,1.8,amoled,338x377 pixels,3 days,211.0,5atm,5.3,android  ios,False,1,168,False,False,silicone,gold,73.0,2 year,out of stock,2 hours,1,1,0,1,fiber,49x43x14 mm,2023-05-01,3.0,0.28423216676228724
sw10238,ambrane stride plus sports modes,ambrane,2876.0,3844,25,968,4.7,13983,229,1.2,lcd,360x426 pixels,12 days,280.0,water resistant,5.0,ios,False,1,68,False,False,tpu,brown,78.0,2 year,out of stock,2 hours,1,0,0,1,metal,41x44x11 mm,2022-07-01,12.0,0.016377029249803332
sw10239,noise colorfit caliber stress monitoring,noise,4784.0,7671,37,2887,4.4,31406,16324,1.4,tft,365x328 pixels,15 days,239.0,ip67,5.0,android  ios,False,1,66,False,False,nylon,red,76.0,1 year,in stock,1 hours,0,0,0,0,metal,44x35x14 mm,2023-07-01,15.0,0.5197732917276954
sw10240,fireboltt quantum max sleep tracking,fireboltt,4139.0,5248,21,1109,4.6,14050,19680,1.3,lcd,403x354 pixels,15 days,511.0,water resistant,5.0,android,False,1,96,False,False,tpu,pink,33.0,2 year,in stock,3 hours,0,0,1,1,fiber,41x42x11 mm,2023-07-01,15.0,1.400711743772242
sw10241,boult bolt lite bluetooth calling,boult,2469.0,3250,24,781,4.5,1961,936,1.3,lcd,383x378 pixels,10 days,450.0,5atm,5.0,ios,False,0,95,False,False,silicone,gold,54.0,2 year,in stock,3 hours,0,0,0,0,fiber,45x42x14 mm,2024-06-01,10.0,0.47730749617542073
sw10242,garmin instinct 2 stress monitoring,garmin,18000.0,23017,21,5017,4.2,20910,18817,1.8,oled,434x379 pixels,14 days,257.0,ip67,5.2,android  ios,False,0,107,False,False,nylon,gold,33.0,2 year,in stock,1 hours,0,0,1,0,metal,41x40x10 mm,2022-10-01,14.0,0.8999043519846963
sw10243,fitbit versa ultra voice assistant,fitbit,8794.0,15176,42,6382,4.3,46579,4419,1.8,amoled,401x420 pixels,11 days,487.0,5atm,5.2,android  ios,False,0,101,False,False,nylon,gold,54.0,1 year,out of stock,1 hours,0,1,1,0,metal,49x38x15 mm,2022-04-01,11.0,0.09487107924171836
sw10244,huami amazfit bip plus female health tracking,huami,8516.0,11448,25,2932,4.2,22698,14368,1.8,amoled,361x356 pixels,11 days,586.0,ip67,5.2,ios,False,0,82,False,False,polycarbonate,red,38.0,2 year,out of stock,1 hours,1,1,1,1,metal,44x41x12 mm,2022-03-01,11.0,0.6330073134196845
sw10245,huami amazfit gts lite spo2 monitor,huami,7894.0,11429,30,3535,4.4,7713,10114,1.4,tft,446x361 pixels,15 days,452.0,water resistant,5.0,android  ios,False,0,99,False,False,polycarbonate,red,48.0,2 year,in stock,2 hours,1,0,1,0,plastic,44x42x10 mm,2022-02-01,15.0,1.311292622844548
sw10246,boat xtend amoled display,boat,3040.0,3839,20,799,4.4,20991,11745,1.4,lcd,349x353 pixels,8 days,313.0,5atm,5.0,ios,False,0,69,False,False,polycarbonate,gold,66.0,2 year,out of stock,3 hours,1,0,1,1,fiber,44x42x11 mm,2023-07-01,8.0,0.5595255109332571
sw10247,fireboltt armor lite sports modes,fireboltt,5004.0,6535,23,1531,4.7,21812,8249,1.2,lcd,374x406 pixels,15 days,508.0,ip67,5.0,android  ios,False,1,61,False,False,metal,pink,46.0,1 year,in stock,2 hours,1,0,0,1,metal,48x38x14 mm,2022-08-01,15.0,0.3781863194571795
sw10248,oneplus band max heart rate monitor,oneplus,3155.0,4389,28,1234,3.8,17297,9688,1.3,lcd,378x333 pixels,18 days,212.0,5atm,5.0,ios,False,0,78,False,False,metal,black,43.0,2 year,out of stock,1 hours,1,0,0,0,metal,45x44x10 mm,2024-09-01,18.0,0.5600971266693646
sw10249,apple watch series sleep tracking,apple,40888.0,69528,41,28640,3.9,47940,19940,2.2,amoled,355x369 pixels,3 days,598.0,3atm,5.3,android  ios,False,1,176,False,False,nylon,brown,70.0,2 year,in stock,1 hours,1,1,1,1,fiber,41x40x11 mm,2023-11-01,3.0,0.4159365874009178
sw10250,fireboltt ring max bluetooth calling,fireboltt,5653.0,7097,20,1444,4.7,15130,5041,1.3,lcd,426x371 pixels,12 days,438.0,ip68,5.0,android  ios,False,1,60,False,False,silicone,blue,46.0,1 year,out of stock,3 hours,1,0,1,1,plastic,46x35x15 mm,2022-11-01,12.0,0.33317911434236613
sw10251,garmin forerunner 3 weather display,garmin,19365.0,30028,35,10663,4.7,29718,5094,1.6,oled,334x377 pixels,8 days,576.0,3atm,5.2,ios,False,0,120,False,False,silicone,purple,67.0,2 year,in stock,3 hours,0,1,0,1,plastic,45x39x11 mm,2024-05-01,8.0,0.17141126589945488
sw10252,boat flash pro camera control,boat,3061.0,4666,34,1605,3.8,1319,3875,1.3,lcd,448x341 pixels,12 days,545.0,ip67,5.0,android  ios,False,0,87,False,False,nylon,purple,66.0,1 year,out of stock,3 hours,0,0,0,1,metal,40x39x15 mm,2024-06-01,12.0,2.9378316906747535
sw10253,sonata essence 3 spo2 monitor,sonata,2834.0,4058,30,1224,4.2,25200,3234,1.4,tft,356x412 pixels,14 days,487.0,ip68,5.0,android  ios,False,1,68,False,False,nylon,red,72.0,1 year,in stock,2 hours,1,0,1,1,plastic,50x42x14 mm,2023-11-01,14.0,0.12833333333333333
sw10254,samsung galaxy fit 3 bluetooth calling,samsung,24964.0,33050,24,8086,4.0,5944,9399,2.0,amoled,422x356 pixels,7 days,363.0,5atm,5.3,android  ios,False,1,107,False,False,polycarbonate,gold,51.0,2 year,out of stock,1 hours,0,1,1,1,plastic,49x42x13 mm,2022-03-01,7.0,1.5812584118438762
sw10255,ambrane stride sleep tracking,ambrane,3125.0,5209,40,2084,3.9,41216,3492,1.4,lcd,446x387 pixels,20 days,210.0,water resistant,5.0,android  ios,False,0,57,False,False,metal,blue,63.0,1 year,out of stock,1 hours,0,0,0,1,plastic,45x36x10 mm,2022-03-01,20.0,0.08472437888198758
sw10256,realme techlife ultra amoled display,realme,3339.0,5287,36,1948,4.3,32800,14195,1.2,lcd,405x342 pixels,12 days,534.0,ip68,5.0,android,False,0,87,False,False,polycarbonate,pink,39.0,1 year,in stock,3 hours,0,0,1,0,fiber,48x38x12 mm,2024-08-01,12.0,0.43277439024390246
sw10257,sonata smart max water resistance,sonata,2606.0,4396,40,1790,3.9,36096,2979,1.3,lcd,344x417 pixels,8 days,466.0,ip68,5.0,ios,False,1,85,False,False,polycarbonate,brown,78.0,2 year,out of stock,3 hours,1,0,1,0,metal,44x41x11 mm,2022-06-01,8.0,0.08252992021276596
sw10258,fastrack revolt 2 sleep tracking,fastrack,4195.0,6645,36,2450,4.6,27587,15636,1.3,tft,373x396 pixels,11 days,387.0,3atm,5.0,ios,False,0,52,False,False,leather,gold,52.0,2 year,out of stock,3 hours,0,0,0,0,fiber,46x37x14 mm,2023-06-01,11.0,0.5667887048247363
sw10259,fastrack reflex ultra gps navigation,fastrack,2977.0,4428,32,1451,4.1,10689,4418,1.3,lcd,443x444 pixels,12 days,260.0,3atm,5.0,ios,False,0,78,False,False,metal,gold,79.0,1 year,out of stock,2 hours,0,0,0,1,plastic,40x45x11 mm,2024-07-01,12.0,0.41332210683880627
sw10260,fitbit charge lite sleep tracking,fitbit,16989.0,29649,42,12660,4.2,17706,2238,1.6,oled,418x408 pixels,13 days,491.0,ip67,5.2,android  ios,False,0,112,False,False,polycarbonate,pink,74.0,2 year,in stock,1 hours,0,1,0,1,plastic,41x41x11 mm,2024-06-01,13.0,0.12639783124364623
